City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Ngunguru,NZ,2022-03-03 22:53:18,-35.6167,174.5,73.17,65,99,16.82
295,Hofn,IS,2022-03-03 22:53:18,64.2539,-15.2082,34.0,56,43,8.21
296,Palmer,US,2022-03-03 22:53:19,42.1584,-72.3287,31.01,40,20,20.71
297,Leshukonskoye,RU,2022-03-03 22:53:19,64.8989,45.7622,22.51,98,100,1.03
298,Popondetta,PG,2022-03-03 22:53:20,-8.7537,148.2534,81.05,86,98,0.07
299,Caravelas,BR,2022-03-03 22:53:20,-17.7125,-39.2481,77.63,88,4,5.53
300,Nioro,GM,2022-03-03 22:53:21,13.35,-15.75,86.23,19,29,7.52
301,Chara,RU,2022-03-03 22:53:21,56.9064,118.2631,-0.42,85,100,1.79
302,Sechura,PE,2022-03-03 22:53:22,-5.5569,-80.8222,78.53,67,100,3.67
303,Mastic Beach,US,2022-03-03 22:53:22,40.7668,-72.8521,38.01,41,16,11.01
304,Copiapo,CL,2022-03-03 22:53:23,-27.3667,-70.3333,71.29,47,3,6.13
305,Sindgi,IN,2022-03-03 22:53:23,16.9167,76.2333,73.99,37,14,8.52
306,Norden,DE,2022-03-03 22:53:23,53.6,7.2,35.96,82,0,11.25
307,Nabire,ID,2022-03-03 22:53:24,-3.3667,135.4833,80.06,81,95,2.04
308,Narsaq,GL,2022-03-03 22:53:24,60.9167,-46.05,11.05,67,67,13.58
309,Murgab,TM,2022-03-03 22:53:25,37.4966,61.9714,57.07,62,100,9.22
310,Bouna,CI,2022-03-03 22:53:25,9.2667,-3.0,86.76,28,79,4.83
311,Bandundu,CD,2022-03-03 22:53:25,-3.3167,17.3667,76.42,78,93,3.06
312,Oriximina,BR,2022-03-03 22:53:26,-1.7656,-55.8661,82.02,70,60,3.51
313,Jiayuguan,CN,2022-03-03 22:53:26,39.8167,98.3,28.22,58,5,4.45
314,Kavieng,PG,2022-03-03 22:53:27,-2.5744,150.7967,82.74,79,96,8.41
315,Novikovo,RU,2022-03-03 22:53:28,51.1537,37.8879,31.73,98,100,13.96
316,Bambous Virieux,MU,2022-03-03 22:53:28,-20.3428,57.7575,77.25,94,75,3.44
317,Reshetylivka,UA,2022-03-03 22:53:28,49.565,34.0782,33.4,89,100,11.88
318,Mehamn,NO,2022-03-03 22:53:29,71.0357,27.8492,28.31,79,100,24.9
319,Shenjiamen,CN,2022-03-03 22:53:29,29.9576,122.298,51.31,98,100,7.58
320,Simbahan,PH,2022-03-03 22:54:30,6.3032,120.5836,81.09,78,92,2.75
321,Shaoyang,CN,2022-03-03 22:54:30,27.2315,111.4525,58.98,93,96,3.83
322,Wagga Wagga,AU,2022-03-03 22:54:31,-35.1167,147.3667,79.84,64,16,4.61
323,Dingle,PH,2022-03-03 22:54:31,10.9995,122.6711,74.73,90,97,8.59
324,Changying,CN,2022-03-03 22:54:32,52.8733,123.3213,11.21,95,100,5.86
325,Halifax,CA,2022-03-03 22:53:15,44.6453,-63.5724,24.8,91,99,11.5
326,Cherskiy,RU,2022-03-03 22:54:32,68.75,161.3,-19.62,99,63,2.77
327,Lillooet,CA,2022-03-03 22:54:33,50.6856,-121.942,50.76,65,75,2.06
328,Revelstoke,CA,2022-03-03 22:54:33,50.9832,-118.2023,41.02,81,75,5.75
329,Alampur,IN,2022-03-03 22:54:34,15.8833,78.15,71.53,55,24,6.17
330,Acarau,BR,2022-03-03 22:54:34,-2.8856,-40.12,80.82,79,43,15.88
331,Christchurch,NZ,2022-03-03 22:52:48,-43.5333,172.6333,68.95,71,20,6.91
332,Sabha,LY,2022-03-03 22:54:35,27.0377,14.4283,59.27,30,97,15.99
333,Jalu,LY,2022-03-03 22:54:35,29.0331,21.5482,55.53,43,99,6.02
334,Utrecht,NL,2022-03-03 22:51:57,52.0,5.25,42.03,64,0,7.0
335,Maumere,ID,2022-03-03 22:54:36,-8.6199,122.2111,80.55,79,12,2.77
336,Mbandaka,CD,2022-03-03 22:54:36,0.0487,18.2603,73.83,81,87,6.33
337,Lata,PT,2022-03-03 22:54:37,40.1629,-8.3327,52.81,78,5,8.97
338,Isiolo,KE,2022-03-03 22:54:37,0.3546,37.5822,70.29,50,9,5.5
339,Zabaykalsk,RU,2022-03-03 22:54:38,49.6333,117.3167,9.36,91,98,25.93
340,Belmopan,BZ,2022-03-03 22:54:38,17.25,-88.7667,86.38,72,63,5.17
341,Agadez,NE,2022-03-03 22:54:38,19.75,10.25,74.84,12,93,6.89
342,Port Blair,IN,2022-03-03 22:54:39,11.6667,92.75,78.84,94,40,2.3
343,Buritizeiro,BR,2022-03-03 22:50:18,-17.3511,-44.9622,76.21,63,66,0.63
344,Qasigiannguit,GL,2022-03-03 22:54:39,68.8193,-51.1922,-1.59,84,98,6.42
345,Krasnaya Gora,RU,2022-03-03 22:54:40,52.9995,31.6023,32.76,92,100,7.83
346,Grand Gaube,MU,2022-03-03 22:54:40,-20.0064,57.6608,77.4,91,73,11.05
347,Broken Hill,AU,2022-03-03 22:54:41,-31.95,141.4333,78.51,47,95,10.36
348,Banjarmasin,ID,2022-03-03 22:54:41,-3.3244,114.591,75.34,93,100,2.21
349,Brae,GB,2022-03-03 22:54:42,60.3964,-1.353,44.51,85,100,9.15
350,Marseille,FR,2022-03-03 22:54:42,43.3333,5.5,47.71,85,5,4.32
351,Gazli,UZ,2022-03-03 22:54:42,40.1333,63.45,55.0,50,86,10.76
352,Charters Towers,AU,2022-03-03 22:54:43,-20.1,146.2667,89.74,19,48,7.58
353,Darhan,MN,2022-03-03 22:54:43,49.4867,105.9228,2.21,94,100,6.51
354,Kahului,US,2022-03-03 22:54:44,20.8947,-156.47,83.46,71,11,8.99
355,Nata,PA,2022-03-03 22:54:44,8.3333,-80.5167,80.47,66,80,16.24
356,Pombas,CV,2022-03-03 22:54:45,17.1503,-25.0201,67.78,82,22,15.59
357,Kamaishi,JP,2022-03-03 22:54:45,39.2667,141.8833,29.35,58,11,3.58
358,Arroio Grande,BR,2022-03-03 22:54:46,-32.2375,-53.0869,70.84,75,3,10.31
359,Kuytun,RU,2022-03-03 22:54:46,54.3419,101.5036,16.9,83,100,14.81
360,Kayunga,UG,2022-03-03 22:54:47,0.7025,32.8886,65.44,67,55,2.95
361,Slave Lake,CA,2022-03-03 22:54:47,55.2834,-114.769,24.78,68,75,12.66
362,Mandalgovi,MN,2022-03-03 22:54:48,45.7625,106.2708,8.82,47,1,16.53
363,Henties Bay,NA,2022-03-03 22:54:48,-22.116,14.2845,64.99,85,2,8.43
364,San Blas,MX,2022-03-03 22:54:49,21.5167,-105.2667,77.36,50,2,6.17
365,Half Moon Bay,US,2022-03-03 22:54:49,37.4636,-122.4286,61.7,79,20,12.66
366,Guane,CU,2022-03-03 22:55:49,22.2025,-84.0875,77.0,67,39,2.46
367,Petatlan,MX,2022-03-03 22:55:50,17.5167,-101.2667,83.35,57,1,6.33
368,Morehead,US,2022-03-03 22:55:50,37.2711,-87.1764,62.35,48,0,6.91
369,Tshela,CD,2022-03-03 22:55:51,-4.9833,12.9333,74.55,99,100,1.05
370,San Jose,US,2022-03-03 22:55:01,37.3394,-121.895,62.73,74,75,5.75
371,Korba,IN,2022-03-03 22:55:52,22.35,82.6833,64.26,22,47,4.99
372,Gat,IL,2022-03-03 22:53:39,31.61,34.7642,56.08,100,62,11.97
373,Roald,NO,2022-03-03 22:55:52,62.5833,6.1333,35.74,64,0,13.8
374,Puerto Lempira,HN,2022-03-03 22:55:53,15.2667,-83.7667,80.74,78,40,11.5
375,Tabou,CI,2022-03-03 22:55:53,4.423,-7.3528,79.36,85,72,7.34
376,Praia Da Vitoria,PT,2022-03-03 22:55:54,38.7333,-27.0667,61.05,77,20,16.71
377,Mykhaylivka,UA,2022-03-03 22:55:54,47.2724,35.2224,34.86,88,100,15.39
378,Azare,NG,2022-03-03 22:55:55,11.6765,10.1948,77.47,7,41,9.15
379,Durham,US,2022-03-03 22:54:39,36.0335,-78.8664,78.55,57,14,6.46
380,Killybegs,IE,2022-03-03 22:55:55,54.6333,-8.45,36.45,81,99,8.03
381,Berlevag,NO,2022-03-03 22:55:56,70.8578,29.0864,28.35,69,75,24.16
382,Concarneau,FR,2022-03-03 22:55:56,47.875,-3.9225,45.82,80,100,10.33
383,Yumen,CN,2022-03-03 22:55:57,40.2833,97.2,30.27,53,3,4.12
384,Giyani,ZA,2022-03-03 22:55:57,-23.3025,30.7187,75.33,55,1,6.29
385,Saint-Joseph,RE,2022-03-03 22:55:57,-21.3667,55.6167,77.38,84,20,7.92
386,Pochutla,MX,2022-03-03 22:55:58,15.7432,-96.4661,83.82,50,4,7.7
387,Taltal,CL,2022-03-03 22:55:58,-25.4,-70.4833,68.76,79,74,2.95
388,Kenai,US,2022-03-03 22:55:59,60.5544,-151.2583,43.03,84,100,10.36
389,Broome,US,2022-03-03 22:55:59,42.2506,-75.833,23.0,57,85,11.01
390,Waterloo,CA,2022-03-03 22:52:11,43.4668,-80.5164,20.25,66,20,10.36
391,Diffa,NE,2022-03-03 22:56:00,13.3154,12.6113,78.13,7,33,8.81
392,Saint George,US,2022-03-03 22:56:00,37.1041,-113.5841,79.27,12,0,7.0
393,Lugde,DE,2022-03-03 22:56:01,51.9583,9.2471,35.73,89,0,3.36
394,Matagami,CA,2022-03-03 22:56:01,49.7502,-77.6328,3.31,51,0,9.22
395,Batemans Bay,AU,2022-03-03 22:56:01,-35.7167,150.1833,76.19,89,82,7.2
396,Mecca,SA,2022-03-03 22:52:21,21.4267,39.8261,75.34,64,0,5.41
397,Conceicao Da Barra,BR,2022-03-03 22:56:02,-18.5933,-39.7322,77.11,88,29,5.1
398,Avera,US,2022-03-03 22:56:03,33.194,-82.5271,80.26,38,0,6.44
399,Usak,TR,2022-03-03 22:56:03,38.5,29.4167,26.62,84,49,2.37
400,Pangnirtung,CA,2022-03-03 22:56:04,66.1451,-65.7125,6.8,85,100,2.3
401,Stokmarknes,NO,2022-03-03 22:56:04,68.5646,14.9108,36.5,69,84,1.16
402,Dandong,CN,2022-03-03 22:56:04,40.1292,124.3947,34.02,42,41,8.43
403,Meadow Lake,US,2022-03-03 22:56:05,34.8014,-106.5436,70.38,9,100,15.1
404,Husavik,IS,2022-03-03 22:56:05,66.0449,-17.3389,31.91,86,100,6.73
405,Rijeka,HR,2022-03-03 22:56:06,45.3431,14.4092,43.77,61,0,4.0
406,Birjand,IR,2022-03-03 22:56:06,32.8663,59.2211,50.47,32,0,6.91
407,Ndago,TZ,2022-03-03 22:56:07,-4.6,34.35,61.68,89,39,4.61
408,Katsuura,JP,2022-03-03 22:51:36,35.1333,140.3,49.19,54,100,11.48
409,Hof,DE,2022-03-03 22:56:07,50.3167,11.9167,30.27,78,3,5.75
410,Tengelic,HU,2022-03-03 22:56:08,46.5288,18.7112,34.61,54,54,5.64
411,Uglegorsk,RU,2022-03-03 22:56:08,49.0833,142.0333,12.15,88,36,1.79
412,Mount Gambier,AU,2022-03-03 22:56:09,-37.8333,140.7667,73.31,64,100,9.22
413,Ereymentau,KZ,2022-03-03 22:56:09,51.6199,73.1033,15.55,88,100,10.51
414,Sokolniki,PL,2022-03-03 22:57:10,50.638,21.8065,31.48,81,24,5.23
415,Agogo,GH,2022-03-03 22:53:04,6.8,-1.0819,77.54,72,65,5.46
416,Bentiu,SS,2022-03-03 22:57:10,9.2333,29.8333,81.57,47,14,3.22
417,Saint Anthony,US,2022-03-03 22:57:11,45.0205,-93.218,27.3,35,100,4.61
418,Bubaque,GW,2022-03-03 22:57:11,11.2833,-15.8333,76.98,72,52,16.96
419,Yazman,PK,2022-03-03 22:57:12,29.1212,71.7446,63.84,49,0,8.23
420,Singkang,MY,2022-03-03 22:57:12,2.1006,102.7994,78.69,96,78,3.42
421,Rantepao,ID,2022-03-03 22:57:12,-2.9701,119.8978,68.31,95,100,2.13
422,Sarangani,PH,2022-03-03 22:57:13,5.4033,125.4636,81.32,78,100,18.43
423,Hopkinsville,US,2022-03-03 22:57:13,36.8656,-87.4886,68.52,68,1,9.17
424,Pasuquin,PH,2022-03-03 22:57:14,18.3328,120.6177,71.55,94,40,1.14
425,Knysna,ZA,2022-03-03 22:57:14,-34.0363,23.0471,66.58,92,87,3.94
426,Olafsvik,IS,2022-03-03 22:57:14,64.8945,-23.7142,36.59,83,92,7.78
427,Klaksvik,FO,2022-03-03 22:57:15,62.2266,-6.589,40.12,70,86,17.34
428,Sitka,US,2022-03-03 22:57:15,57.0531,-135.33,39.78,73,100,1.77
429,Petropavlovsk-Kamchatskiy,RU,2022-03-03 22:57:16,53.0452,158.6483,21.79,63,75,6.71
430,Tunoshna,RU,2022-03-03 22:57:16,57.5459,40.1254,21.18,93,0,4.47
431,Villa Carlos Paz,AR,2022-03-03 22:57:17,-31.4241,-64.4978,81.39,41,96,8.99
432,Abnub,EG,2022-03-03 22:57:17,27.2696,31.1511,55.62,41,100,7.38
433,Jieshi,CN,2022-03-03 22:57:17,22.8134,115.8257,68.95,82,88,6.76
434,Shingu,JP,2022-03-03 22:57:18,33.7333,135.9833,44.38,51,2,4.14
435,Vredefort,ZA,2022-03-03 22:57:19,-27.0081,27.3646,62.13,91,87,11.01
436,Podor,MR,2022-03-03 22:57:19,16.6527,-14.9587,82.35,34,0,2.3
437,Manjacaze,MZ,2022-03-03 22:57:19,-24.7117,33.8828,66.06,90,0,4.07
438,Arlit,NE,2022-03-03 22:55:08,18.7369,7.3853,74.73,10,27,2.71
439,Port Augusta,AU,2022-03-03 22:57:20,-32.5,137.7667,77.7,73,100,19.19
440,Kuusamo,FI,2022-03-03 22:57:20,65.9667,29.1833,15.84,79,0,8.05
441,Sikonge,TZ,2022-03-03 22:57:21,-5.6333,32.7667,64.02,94,76,3.13
442,Nuuk,GL,2022-03-03 22:57:21,64.1835,-51.7216,0.7,94,89,7.9
443,Haines Junction,CA,2022-03-03 22:57:22,60.7522,-137.5108,26.55,50,100,3.44
444,Upernavik,GL,2022-03-03 22:57:22,72.7868,-56.1549,2.8,93,99,8.46
445,Sisophon,KH,2022-03-03 22:57:23,13.5859,102.9737,81.01,69,7,3.67
446,Port Hedland,AU,2022-03-03 22:57:23,-20.3167,118.5667,80.65,74,40,13.8
447,Senanga,ZM,2022-03-03 22:57:23,-16.1167,23.2667,73.83,69,90,3.96
448,Derzhavinsk,KZ,2022-03-03 22:57:24,51.1,66.3167,23.47,97,100,6.55
449,Hamilton,US,2022-03-03 22:57:24,39.1834,-84.5333,42.98,50,94,3.0
450,Zverinogolovskoye,RU,2022-03-03 22:57:25,54.4586,64.8542,9.68,97,62,6.78
451,Dilla,ET,2022-03-03 22:57:25,6.41,38.31,63.03,50,33,4.34
452,Coolum Beach,AU,2022-03-03 22:57:26,-26.5333,153.1,81.34,90,49,6.38
453,Mangai,CD,2022-03-03 22:57:26,-4.05,19.5333,70.7,89,74,1.97
454,Khingansk,RU,2022-03-03 22:57:27,49.1167,131.1833,11.03,91,97,6.06
455,Say,NE,2022-03-03 22:57:27,13.1007,2.3689,88.36,8,29,7.0
456,Desbiens,CA,2022-03-03 22:57:28,48.4178,-71.9495,-0.65,88,100,7.96
457,Kokkola,FI,2022-03-03 22:57:28,63.8385,23.1307,18.03,96,36,2.3
458,Kurilsk,RU,2022-03-03 22:57:28,45.2333,147.8833,21.9,86,97,13.42
459,Kirakira,SB,2022-03-03 22:57:29,-10.4544,161.9205,85.12,71,100,7.83
460,Kochevo,RU,2022-03-03 22:57:29,59.5994,54.3125,25.25,97,100,3.62
461,Howard Springs,AU,2022-03-03 22:57:30,-12.497,131.047,85.87,91,100,6.24
462,Poddorye,RU,2022-03-03 22:58:30,57.4695,31.1156,29.77,98,100,3.96
463,Jutai,BR,2022-03-03 22:58:31,-5.1833,-68.9,74.07,98,99,2.01
464,Victoria,HK,2022-03-03 22:54:03,22.2855,114.1577,69.94,85,43,5.01
465,Dunedin,NZ,2022-03-03 22:55:57,-45.8742,170.5036,64.49,71,100,2.04
466,Shache,CN,2022-03-03 22:58:32,38.4167,77.2406,40.96,32,14,4.09
467,Maridi,SS,2022-03-03 22:58:32,4.9158,29.4742,70.65,72,75,3.15
468,Valparaiso,CL,2022-03-03 22:57:06,-33.0393,-71.6273,73.63,55,0,8.05
469,Adrar,MR,2022-03-03 22:58:33,20.5022,-10.0711,63.66,14,0,10.47
470,Goderich,CA,2022-03-03 22:58:33,43.7501,-81.7165,22.91,63,83,9.22
471,Mae Hong Son,TH,2022-03-03 22:58:34,19.3003,97.9685,66.38,58,80,1.36
472,Antsohihy,MG,2022-03-03 22:58:34,-14.8796,47.9875,72.81,96,100,3.51
473,Shihezi,CN,2022-03-03 22:58:35,44.3,86.0333,28.31,97,100,1.86
474,Guiglo,CI,2022-03-03 22:58:35,6.5456,-7.4966,75.69,75,46,4.0
475,Nome,US,2022-03-03 22:58:36,64.5011,-165.4064,28.47,80,100,8.05
476,Nizip,TR,2022-03-03 22:58:36,37.0097,37.7942,41.13,72,90,10.69
477,Bargur,IN,2022-03-03 22:58:37,12.5424,78.3539,64.63,74,58,4.56
478,Grand-Santi,GF,2022-03-03 22:58:37,4.25,-54.3833,73.36,98,85,3.02
479,Codrington,AU,2022-03-03 22:58:38,-38.2667,141.9667,76.87,50,100,7.29
480,Maryville,US,2022-03-03 22:54:14,35.7565,-83.9705,76.6,38,0,1.72
481,Akureyri,IS,2022-03-03 22:58:38,65.6835,-18.0878,31.93,69,0,5.75
482,Ledyard,US,2022-03-03 22:58:39,41.4398,-72.0142,35.29,29,11,8.01
483,Sao Joao Da Barra,BR,2022-03-03 22:58:36,-21.6403,-41.0511,77.45,90,0,11.68
484,Anadyr,RU,2022-03-03 22:58:40,64.75,177.4833,1.9,91,20,4.47
485,Osny,FR,2022-03-03 22:58:40,49.0594,2.0618,48.9,93,100,3.44
486,Dakar,SN,2022-03-03 22:58:41,14.6937,-17.4441,76.08,64,0,16.11
487,Maragogi,BR,2022-03-03 22:58:41,-9.0122,-35.2225,80.73,75,38,7.76
488,Faya,SA,2022-03-03 22:58:42,18.3851,42.4509,57.31,57,0,1.99
489,Port-Gentil,GA,2022-03-03 22:58:42,-0.7193,8.7815,75.16,94,75,0.0
490,Bulungu,CD,2022-03-03 22:58:42,-4.55,18.6,73.6,83,78,1.59
491,Aborlan,PH,2022-03-03 22:58:43,9.4352,118.5492,78.6,87,74,6.58
492,Marsh Harbour,BS,2022-03-03 22:55:04,26.5412,-77.0636,73.15,61,53,11.32
493,Nizhniy Kuranakh,RU,2022-03-03 22:58:43,58.8353,125.4869,6.12,97,100,3.65
494,Carutapera,BR,2022-03-03 22:58:44,-1.195,-46.02,76.46,93,97,6.29
495,Komsomolskiy,UZ,2022-03-03 22:58:44,40.4272,71.7189,44.02,56,84,6.91
496,Kasongo-Lunda,CD,2022-03-03 22:58:45,-6.4667,16.8167,68.58,98,97,1.57
497,Ilam,NP,2022-03-03 22:58:45,26.9167,87.9167,53.15,62,11,5.95
498,Vaja,HU,2022-03-03 22:58:45,48.0057,22.1676,35.82,66,80,7.87
499,Aguas Formosas,BR,2022-03-03 22:58:46,-17.0822,-40.9358,74.25,87,100,5.32
500,Aykhal,RU,2022-03-03 22:58:46,66.0,111.5,-12.8,100,100,2.17
501,Caetes,BR,2022-03-03 22:58:47,-8.7731,-36.6225,70.07,83,84,10.02
502,Naples,IT,2022-03-03 22:58:48,40.8333,14.25,48.81,68,0,3.44
503,Bafq,IR,2022-03-03 22:58:49,31.6128,55.4107,69.22,22,100,14.83
504,Birao,CF,2022-03-03 22:58:50,10.2849,22.7882,80.58,20,61,5.66
505,Sovetskiy,RU,2022-03-03 22:58:50,61.3614,63.5842,25.03,98,100,2.33
506,Stornoway,GB,2022-03-03 22:58:51,58.2093,-6.3865,36.93,93,100,5.75
507,Celestun,MX,2022-03-03 22:59:51,20.8667,-90.4,76.62,64,0,15.5
508,Waw,SS,2022-03-03 22:59:51,7.7029,27.9953,82.71,46,66,4.34
509,Lebyazhye,RU,2022-03-03 22:59:52,55.2689,66.4947,13.19,96,97,7.67
510,Jian,CN,2022-03-03 22:59:52,27.1172,114.9793,61.7,93,45,1.81
511,Santa Cruz Del Norte,CU,2022-03-03 22:59:53,23.1539,-81.9236,80.73,64,15,15.52
512,Ballina,AU,2022-03-03 22:59:53,-28.8667,153.5667,73.36,88,79,4.61
513,Soyo,AO,2022-03-03 22:59:54,-6.1349,12.3689,80.85,88,75,8.19
514,Mangrol,IN,2022-03-03 22:59:54,21.1167,70.1167,73.45,37,0,11.92
515,Doka,SD,2022-03-03 22:59:55,13.5167,35.7667,85.03,15,8,9.46
516,Lorengau,PG,2022-03-03 22:59:55,-2.0226,147.2712,83.12,78,71,1.45
517,Yeppoon,AU,2022-03-03 22:59:56,-23.1333,150.7333,87.58,63,21,2.06
518,Saquena,PE,2022-03-03 22:59:56,-4.6667,-73.5167,75.16,95,89,3.04
519,Natal,BR,2022-03-03 22:55:48,-5.795,-35.2094,82.62,78,20,8.05
520,Disna,BY,2022-03-03 22:59:57,55.568,28.1971,30.4,93,100,6.06
521,Dicabisagan,PH,2022-03-03 22:59:57,17.0818,122.4157,74.43,84,94,3.53
522,Polunochnoye,RU,2022-03-03 22:59:58,60.8697,60.4153,23.05,96,100,2.48
523,Medvedka,RU,2022-03-03 22:59:58,61.1629,46.387,27.21,98,100,3.13
524,Novobirilyussy,RU,2022-03-03 22:59:59,56.9514,90.6661,15.1,93,100,7.94
525,Naron,ES,2022-03-03 22:59:59,43.5167,-8.1528,51.03,91,66,12.46
526,Nyurba,RU,2022-03-03 23:00:00,63.2842,118.3319,-9.56,100,97,3.36
527,Sarab,IR,2022-03-03 23:00:00,38.6066,44.9883,46.67,40,98,19.06
528,Belmonte,BR,2022-03-03 23:00:02,-15.8631,-38.8828,78.19,88,100,8.5
529,Aden,YE,2022-03-03 23:00:03,12.7794,45.0367,77.9,67,1,18.57
530,Iroquois Falls,CA,2022-03-03 23:00:04,48.7669,-80.6831,7.05,85,100,6.76
531,Bolgatanga,GH,2022-03-03 23:00:07,10.7856,-0.8514,89.44,10,21,3.74
532,Emmen,NL,2022-03-03 23:00:08,52.7792,6.9069,36.97,87,0,5.01
533,Yilan,TW,2022-03-03 23:00:09,24.757,121.753,71.02,99,33,2.71
534,Alberton,CA,2022-03-03 23:00:11,46.8168,-64.0654,11.82,75,96,17.0
535,Hearst,CA,2022-03-03 23:00:13,49.6835,-83.6665,11.19,83,100,8.9
536,Aksarka,RU,2022-03-03 23:00:15,66.5606,67.7975,-23.82,100,31,6.71
537,Bo Phloi,TH,2022-03-03 23:00:17,14.3236,99.5161,81.32,68,12,3.65
538,Pingliang,CN,2022-03-03 23:00:18,35.5392,106.6861,37.24,42,98,7.58
539,Davila,PH,2022-03-03 23:00:20,18.4726,120.5763,78.64,74,77,4.79
540,Sault Sainte Marie,CA,2022-03-03 22:58:30,46.5168,-84.3333,19.69,49,0,10.36
541,Sorrento,IT,2022-03-03 23:00:21,40.626,14.3744,48.33,85,100,4.68
542,Maceio,BR,2022-03-03 23:00:22,-9.6658,-35.7353,78.24,88,75,5.75
543,Marfino,RU,2022-03-03 23:00:23,55.7028,37.3822,31.95,58,0,8.95
544,Puerto Baquerizo Moreno,EC,2022-03-03 23:00:25,-0.9,-89.6,78.94,74,51,9.31
545,Lingao,CN,2022-03-03 23:00:27,19.9103,109.6859,67.95,91,45,3.22
546,Madisonville,US,2022-03-03 23:00:25,37.3281,-87.4989,62.46,44,0,4.0
547,Jacqueville,CI,2022-03-03 23:00:29,5.2052,-4.4146,76.91,86,45,13.47
548,Bandarbeyla,SO,2022-03-03 23:00:31,9.4942,50.8122,75.38,68,89,14.79
549,Alexandria,EG,2022-03-03 22:57:35,31.2156,29.9553,55.36,67,40,6.91
550,Belaya Glina,RU,2022-03-03 23:00:32,46.07,40.86,40.44,90,100,16.51
551,Collie,AU,2022-03-03 23:00:34,-33.3667,116.15,53.44,92,5,3.44
552,Talcahuano,CL,2022-03-03 22:56:01,-36.7167,-73.1167,65.88,72,0,14.97
553,La Asuncion,VE,2022-03-03 23:01:35,11.0333,-63.8628,83.93,74,50,16.11
